   1.9733722e-02   1.6953798e-02   2.1880112e-02   7.3750270e-03   2.6375401e-03   6.4521411e-04   4.1912194e-03   7.7188010e-03   4.8615599e-03   4.2522904e-03   1.9035518e-03   1.8328921e-03   4.7202469e-03   2.6894950e-02   3.5238536e-02   1.1467335e-02   4.7330493e-03   2.9278386e-03   5.7188514e-03   7.0685661e-03   3.0430145e-03   1.4845218e-03   1.0387643e-03   2.7345302e-04   1.0715976e-02   9.8368972e-02   6.6589414e-02   1.2011539e-02   1.9376189e-02   2.4224477e-02   2.1548494e-02   1.9909746e-02   1.6842049e-02   1.3783438e-02   2.8921363e-03   2.0698443e-03   1.1229799e-02   1.7992498e-02   1.6583346e-02   5.3498745e-03   1.0157474e-03   3.1751641e-03   7.0287768e-03   7.9205862e-03   3.8581028e-03   1.4647867e-03   2.5133797e-03   2.0288520e-03   2.8215533e-03   1.0199070e-02   5.8332603e-03   2.5669211e-03   3.1859102e-03   4.3764780e-03   3.3713253e-03   5.3982918e-03   7.7102085e-03   4.4753595e-03   1.3971370e-03   5.2342669e-04   1.6709893e-02   1.8251779e-02   1.5635423e-02   1.8233356e-02   1.5080832e-02   1.1156683e-02   8.7916018e-03   8.2250068e-03   7.2410662e-03   1.0885465e-02   1.0535372e-02   6.5808173e-03   2.6281502e-02   1.6586946e-02   4.5636755e-03   1.8363661e-03   4.7462861e-03   9.5128840e-03   5.7772241e-03   3.5840377e-03   1.1262859e-03   2.5535975e-03   3.1920289e-03   1.6110875e-03   2.3893052e-02   2.6025168e-02   1.3113255e-02   1.7924883e-02   1.4802643e-02   7.7708319e-03   8.2576669e-03   5.1072402e-03   4.2896537e-03   5.8199656e-03   3.0854369e-03   2.2640021e-03   2.0000000e+00
   1.6378680e-02   1.8301525e-02   2.9430302e-02   1.0517391e-02   2.4967568e-03   9.0878947e-04   3.7230685e-03   1.0099119e-02   3.2606382e-03   3.1054462e-03   2.4720174e-03   1.9617682e-03   1.1149132e-02   2.7134390e-02   3.5600050e-02   1.3052684e-02   4.0511981e-03   2.0571104e-03   3.1979848e-03   5.6624224e-03   2.6436461e-03   8.9885015e-04   1.1584757e-03   4.8164589e-04   2.5368933e-02   9.2606357e-02   5.4820161e-02   6.0290061e-03   1.9471010e-02   1.4208589e-02   1.3414489e-02   1.4023287e-02   1.6963839e-02   1.4747477e-02   2.3395765e-03   2.1061802e-03   1.7790916e-02   2.2354710e-02   2.0207916e-02   7.1928820e-03   6.5572575e-04   2.7228836e-03   4.6372058e-03   9.5859874e-03   3.2788737e-03   9.7685236e-04   2.2485516e-03   1.7733771e-03   9.8221775e-03   6.6751706e-03   4.2167063e-03   2.4312839e-03   2.1483717e-03   2.7568113e-03   3.3621302e-03   3.0608374e-03   6.7844352e-03   4.7992778e-03   1.0566283e-03   6.6935232e-04   3.8258821e-02   2.2606962e-02   1.6387182e-02   1.4563223e-02   1.8371601e-02   8.2877094e-03   6.2322347e-03   8.8723515e-03   6.0499962e-03   7.7779969e-03   7.0330712e-03   3.4731640e-03   2.3820327e-02   1.8746455e-02   6.6535206e-03   1.3024982e-03   4.4710746e-03   8.4757002e-03   8.3400392e-03   4.5725094e-03   1.5865447e-03   2.0562161e-03   2.4519869e-03   1.3810322e-03   3.4806324e-02   2.2699494e-02   1.5077820e-02   1.4737046e-02   1.1404923e-02   6.8134039e-03   5.2211738e-03   2.6480081e-03   4.1975344e-03   6.7150181e-03   4.2406866e-03   2.6152908e-03   2.0000000e+00
   1.1103051e-02   2.0193817e-02   4.4088505e-02   1.5941910e-02   2.7198091e-03   6.0980846e-04   3.7592455e-03   1.1343341e-02   4.2645609e-03   2.6239086e-03   1.3269412e-03   2.1194706e-03   1.4723408e-02   2.4971720e-02   3.1287481e-02   8.2166249e-03   2.4510619e-03   2.8888864e-03   1.7551251e-03   4.9365863e-03   2.7573659e-03   9.9434399e-04   1.2784476e-03   7.1767729e-04   3.4212724e-02   7.3595939e-02   4.2493144e-02   1.5160779e-03   2.0319701e-02   8.1565590e-03   1.0432091e-02   6.5004111e-03   1.5144393e-02   1.3014459e-02   3.6098383e-03   1.6428260e-03   2.2086978e-02   1.6648075e-02   1.8095737e-02   7.4170574e-03   2.9223975e-03   3.4895021e-03   3.8815835e-03   8.1527541e-03   3.1001550e-03   8.3213528e-04   1.9080714e-03   1.8036806e-03   1.4949379e-02   4.6734958e-03   2.5539440e-03   2.3354664e-03   1.9595191e-03   1.7326371e-03   2.8404123e-03   2.9003391e-03   7.2456546e-03   3.7901507e-03   3.1770332e-04   7.0292198e-04   8.5767754e-02   3.8169911e-02   2.0386836e-02   1.9587409e-02   2.3606247e-02   8.3023241e-03   5.7540794e-03   4.9052607e-03   7.0572737e-03   6.5551132e-03   3.7968156e-03   1.9268300e-03   2.1834035e-02   1.7631771e-02   6.3338975e-03   1.4290611e-03   3.9507482e-03   7.7411092e-03   6.6289823e-03   4.0768784e-03   1.7671210e-03   1.5364524e-03   1.7910459e-03   1.0512061e-03   3.3603008e-02   1.6796926e-02   1.2943808e-02   1.3475821e-02   6.1262641e-03   8.2230427e-03   2.2559396e-03   3.5158718e-03   5.7841890e-03   6.8090585e-03   2.6482700e-03   2.1786261e-03   2.0000000e+00
   1.4155871e-02   3.1615244e-02   5.2293502e-02   1.4376478e-02   4.0722010e-03   4.8325030e-04   4.2502663e-03   1.0487888e-02   6.8687023e-03   2.8319204e-03   1.9608105e-04   2.2765101e-03   9.7723286e-03   1.5889913e-02   2.6128317e-02   6.3849600e-03   2.2067647e-03   3.2507604e-03   3.4615057e-03   5.0221299e-03   2.2946103e-03   1.3341401e-03   1.0749901e-03   4.9184789e-04   1.6842661e-02   5.1038937e-02   3.2136832e-02   5.7031834e-03   2.0967627e-02   1.4332552e-02   1.2232302e-02   7.9550190e-03   1.3246833e-02   1.2057531e-02   4.4350719e-03   1.7615584e-03   1.9781174e-02   6.0568846e-03   1.2179185e-02   5.2633060e-03   5.6422213e-03   3.9196360e-03   6.3289995e-03   6.3830448e-03   2.0299924e-03   1.0772840e-03   1.8187599e-03   1.6930556e-03   1.0014665e-02   5.1753566e-03   3.8559012e-03   2.8313497e-03   2.2753356e-03   2.5206673e-03   2.2210906e-03   5.5409640e-03   8.0292561e-03   3.3643043e-03   3.0509549e-04   4.5219500e-04   1.2705745e-01   5.9793308e-02   2.2741724e-02   2.3920815e-02   2.2917286e-02   1.0324205e-02   7.3765353e-03   3.5935593e-03   1.0023934e-02   8.6868901e-03   3.1792122e-03   2.4863610e-03   2.2560353e-02   1.1931309e-02   5.2634403e-03   7.5332798e-04   3.3540598e-03   8.1498522e-03   4.5659287e-03   3.0125475e-03   1.3648989e-03   1.7154927e-03   1.9738771e-03   1.2107682e-03   2.2541560e-02   1.6603698e-02   1.3275614e-02   1.2606933e-02   5.5837101e-03   7.4644578e-03   2.5557673e-03   4.4270853e-03   5.5500427e-03   5.3292331e-03   1.4854472e-03   1.9293020e-03   2.0000000e+00
   3.0186213e-02   4.9606224e-02   5.0241408e-02   8.0177040e-03   4.9556655e-03   1.3632032e-03   3.8644770e-03   9.2559840e-03   5.5128799e-03   3.4379018e-03   1.2587560e-03   2.7094408e-03   7.6415866e-03   1.1628379e-02   2.2113147e-02   8.3443550e-03   2.9251416e-03   2.6533142e-03   5.3891899e-03   5.2319579e-03   1.7552550e-03   1.1815686e-03   9.6214004e-04   1.9609263e-04   4.5926659e-03   2.8792503e-02   2.1650546e-02   1.0772484e-02   2.0045675e-02   1.9971150e-02   1.0013025e-02   1.0230210e-02   1.2761959e-02   1.3164386e-02   2.9627963e-03   2.2485420e-03   2.2956883e-02   6.6606237e-03   8.7976991e-03   4.6430958e-03   4.2936966e-03   3.8468033e-03   6.6140809e-03   6.6865164e-03   2.0323889e-03   1.8853085e-03   2.1227200e-03   1.8141409e-03   3.4957767e-03   7.0188673e-03   4.7496762e-03   3.3789261e-03   1.8689986e-03   3.5671640e-03   2.6558000e-03   6.0696106e-03   7.7136039e-03   3.8215712e-03   9.0916042e-04   4.6517693e-04   1.4046777e-01   5.9229111e-02   1.9584446e-02   2.1044614e-02   1.5559856e-02   1.1161913e-02   7.1814891e-03   6.1661295e-03   1.2354555e-02   1.2640514e-02   4.8068687e-03   3.1433721e-03   2.3489459e-02   1.0718757e-02   5.1057993e-03   7.3011578e-04   3.4736080e-03   8.6289547e-03   5.5857877e-03   2.8526587e-03   1.1575933e-03   1.7839550e-03   2.3213968e-03   1.3572349e-03   2.0370739e-02   2.2945304e-02   1.4781781e-02   1.1293893e-02   6.1006331e-03   5.8873656e-03   4.8238241e-03   4.4094585e-03   2.9582349e-03   4.6766407e-03   2.9852592e-03   2.5146893e-03   2.0000000e+00
   3.9744040e-02   4.9688895e-02   5.4231420e-02   9.0783285e-03   4.6575862e-03   1.5123187e-03   3.1822713e-03   1.0075945e-02   2.9137103e-03   3.6224617e-03   3.9617993e-03   3.6639644e-03   1.1911742e-02   1.5093130e-02   1.8529877e-02   8.8405746e-03   3.4835953e-03   2.2157244e-03   4.9239660e-03   5.3689064e-03   2.3710663e-03   1.2586761e-03   1.1830183e-03   3.9057352e-04   5.1545772e-03   1.5792818e-02   1.5329084e-02   6.9160203e-03   1.9820344e-02   1.5506361e-02   6.9798949e-03   6.8175352e-03   1.3742258e-02   1.4534650e-02   1.7910641e-03   1.9271925e-03   3.3631640e-02   1.6566812e-02   1.1846849e-02   7.5288722e-03   1.4371454e-03   3.7558628e-03   3.3541287e-03   8.4273977e-03   5.3449171e-03   3.2512085e-03   2.6703584e-03   1.9759590e-03   6.4904911e-03   7.4827286e-03   2.8380703e-03   3.3288182e-03   1.7267418e-03   3.6430538e-03   4.3025251e-03   4.0192081e-03   6.5694746e-03   4.3134975e-03   1.0474470e-03   6.4134797e-04   1.4042854e-01   4.6885822e-02   1.4268366e-02   1.1802190e-02   1.0429158e-02   9.3241704e-03   6.2811950e-03   7.0230776e-03   1.4068222e-02   1.6460456e-02   6.6287286e-03   3.3659168e-03   2.2645153e-02   1.5520268e-02   5.9236661e-03   1.6339217e-03   3.8822374e-03   7.9191825e-03   7.1414990e-03   3.4169159e-03   1.0540583e-03   1.3143181e-03   2.1543764e-03   8.5555695e-04   2.4596637e-02   2.2026448e-02   1.5164897e-02   9.9030337e-03   4.1303952e-03   6.3429587e-03   3.9664531e-03   4.8234752e-03   3.1841085e-03   5.7411711e-03   4.0833206e-03   3.2001635e-03   2.0000000e+00
   2.9065069e-02   3.4014683e-02   6.9312271e-02   1.8953803e-02   3.4747951e-03   1.0681657e-03   3.9173078e-03   1.1617866e-02   4.2106975e-03   3.1936785e-03   5.1129166e-03   4.9201359e-03   1.2742291e-02   1.7128893e-02   1.4793114e-02   7.9681443e-03   3.1554515e-03   2.2469760e-03   3.4262895e-03   4.2958123e-03   3.8085579e-03   2.5156265e-03   1.5768092e-03   7.5212095e-04   6.4188371e-03   1.3259147e-02   1.4149333e-02   9.9590292e-04   1.9629333e-02   8.1410403e-03   8.4749050e-03   5.0563311e-03   1.6721772e-02   1.3716884e-02   2.5405895e-03   9.4259148e-04   3.4413214e-02   2.0365461e-02   1.5704594e-02   1.0683789e-02   2.6698633e-03   4.4623968e-03   2.5282989e-03   8.9803792e-03   8.9001234e-03   5.2009489e-03   2.7042163e-03   1.7614079e-03   1.6777261e-02   9.0721213e-03   8.2433062e-04   3.5487180e-03   2.2139759e-03   3.1621676e-03   5.4667114e-03   2.9936756e-03   6.1679877e-03   3.8247241e-03   5.2409634e-04   7.4052612e-04   1.4420984e-01   5.4350003e-02   9.2159093e-03   5.9238961e-03   1.1497753e-02   6.4397232e-03   5.9537716e-03   4.5127574e-03   1.6189919e-02   1.7393702e-02   7.6613596e-03   3.7869073e-03   2.1588311e-02   1.7681453e-02   5.9217508e-03   1.8523341e-03   3.5579570e-03   6.7084147e-03   5.5304931e-03   3.8090929e-03   7.9378009e-04   7.0432342e-04   1.7317538e-03   1.8208760e-04   2.1619344e-02   1.5183558e-02   1.3095504e-02   9.5584427e-03   3.6344978e-03   6.7295952e-03   1.4570472e-03   5.1349530e-03   5.8931223e-03   7.3105429e-03   2.6065266e-03   3.5704426e-03   2.0000000e+00
   2.0238137e-02   3.3751353e-02   7.3135282e-02   2.1902791e-02   4.0674821e-03   9.9129037e-04   5.5813611e-03   1.0574533e-02   6.8557985e-03   3.3634357e-03   2.6107956e-03   5.6398441e-03   9.1071663e-03   1.3122330e-02   1.1299061e-02   7.6544446e-03   2.7837022e-03   1.4576756e-03   2.4996323e-03   2.8959659e-03   4.0518989e-03   4.2214954e-03   1.8013841e-03   5.6300046e-04   1.4298213e-02   1.2165096e-02   1.2696881e-02   6.4981617e-03   1.7672421e-02   6.8151027e-03   1.2198933e-02   1.0234672e-02   1.6831930e-02   1.1294550e-02   2.5684949e-03   7.3760390e-04   2.1471732e-02   1.2309439e-02   1.3447460e-02   8.9091278e-03   6.4938297e-03   5.3219591e-03   6.6898378e-03   7.8990297e-03   7.0564484e-03   6.8096643e-03   1.9509066e-03   1.1578189e-03   2.3468584e-02   1.0009715e-02   2.9164443e-03   4.1814665e-03   1.5536273e-03   3.0877601e-03   4.6596158e-03   4.6654576e-03   6.0127824e-03   3.2399922e-03   4.8522505e-05   7.6306816e-04   1.5024149e-01   6.5971661e-02   1.1976894e-02   1.0409416e-02   1.6203505e-02   5.0064213e-03   6.8109425e-03   5.0565651e-03   1.4414500e-02   1.5614689e-02   6.4689720e-03   4.0317526e-03   1.9794657e-02   1.2882370e-02   4.1933705e-03   1.7305773e-03   2.4969756e-03   5.8933991e-03   3.7850774e-03   3.5153210e-03   6.3623698e-04   7.7425369e-04   1.2672094e-03   2.0281419e-04   1.7595615e-02   1.5691132e-02   1.3025376e-02   9.2268657e-03   5.5800766e-03   5.5019803e-03   1.8819479e-03   5.3618770e-03   5.4692658e-03   7.3730635e-03   1.7856480e-03   3.8218768e-03   2.0000000e+00
   2.7221116e-02   4.8577477e-02   6.1187870e-02   1.3434431e-02   5.6250372e-03   2.2870771e-03   5.6263945e-03   8.9864451e-03   5.2989553e-03   3.8179944e-03   1.6170698e-03   5.3260862e-03   1.1618845e-02   1.0737575e-02   9.2792653e-03   6.9330599e-03   2.0494456e-03   8.3692893e-04   2.6175160e-03   3.1081086e-03   3.6995879e-03   4.4834809e-03   1.7916165e-03   2.0625865e-04   2.0611033e-02   9.3633599e-03   9.2022827e-03   1.4970651e-02   1.8152708e-02   1.0389774e-02   1.2281195e-02   1.2666958e-02   1.1684521e-02   1.0170481e-02   1.3809492e-03   1.0659042e-03   1.9228139e-02   8.1277301e-03   7.8406484e-03   7.1454828e-03   5.0683917e-03   5.4917469e-03   8.6936448e-03   7.9539521e-03   3.8842306e-03   7.0915720e-03   1.7147334e-03   8.3248172e-04   2.2562166e-02   8.3777192e-03   3.9421312e-03   5.8928536e-03   9.3493449e-04   4.2325235e-03   3.6993497e-03   5.4572612e-03   5.7165714e-03   3.0303535e-03   6.5942124e-04   9.0792229e-04   1.4405671e-01   5.2713254e-02   1.6796310e-02   2.1083608e-02   1.7976508e-02   8.8852155e-03   8.1818024e-03   8.6368985e-03   1.1926170e-02   1.4004756e-02   4.3474053e-03   3.7728434e-03   1.6286513e-02   8.1338823e-03   2.6549397e-03   2.1105264e-03   2.0970409e-03   5.9131603e-03   5.4594288e-03   3.8893614e-03   9.2535884e-04   1.1905678e-03   1.2328080e-03   6.2431381e-04   2.7394573e-02   2.4190719e-02   1.4123112e-02   9.2680919e-03   5.2314866e-03   3.8778048e-03   3.7579343e-03   6.2416745e-03   3.1002270e-03   6.6061568e-03   3.0439253e-03   3.4714887e-03   2.0000000e+00
   2.9454705e-02   4.6256023e-02   5.5945273e-02   1.0965224e-02   5.6256840e-03   2.6153233e-03   5.1825447e-03   9.5926633e-03   3.0480194e-03   3.7286534e-03   3.6899521e-03   5.4209070e-03   1.5966104e-02   1.2087284e-02   9.4902688e-03   5.7280507e-03   1.9115326e-03   1.4668312e-03   3.0230514e-03   4.2137620e-03   4.9062677e-03   3.6302660e-03   1.6446525e-03   5.1766432e-04   1.6833878e-02   1.1011595e-02   9.6180794e-03   1.7847510e-02   1.8014502e-02   1.2982940e-02   1.1003855e-02   8.9463839e-03   6.1932250e-03   9.6885271e-03   1.4990993e-03   8.7721229e-04   2.8578981e-02   1.3999072e-02   8.2051540e-03   8.7849492e-03   1.5458952e-03   5.3264671e-03   5.0365834e-03   9.6402951e-03   6.3119330e-03   6.8471230e-03   1.9376722e-03   9.3904623e-04   1.9163115e-02   7.2736970e-03   1.8517802e-03   7.8995403e-03   3.8057330e-03   5.8125042e-03   4.6146736e-03   4.0026175e-03   5.1481067e-03   3.2168425e-03   1.1602475e-03   1.0913137e-03   1.3267367e-01   3.8357963e-02   1.5095364e-02   2.6231512e-02   1.8892440e-02   1.0988137e-02   9.3811511e-03   1.1086072e-02   1.2493332e-02   1.4202706e-02   5.1542052e-03   2.8645321e-03   1.1131255e-02   6.7293859e-03   2.9369203e-03   2.5044392e-03   2.5362948e-03   5.0088694e-03   7.9183590e-03   5.4931856e-03   1.7012758e-03   1.5496405e-03   1.5390948e-03   8.5793216e-04   4.0021256e-02   2.2338560e-02   1.6360363e-02   9.6149805e-03   1.9748039e-03   2.8345616e-03   3.6215681e-03   6.5128220e-03   4.2195629e-03   6.3766037e-03   2.9610395e-03   3.0152910e-03   2.0000000e+00
